title,link,text,buy/sell,fund,target_price,stock,date
"Buy Greenply Industries, target price Rs 220: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-greenply-industries-target-price-rs-220-jm-financial/articleshow/98624867.cms,"Greenply Industries, incorporated in the year 1990, is a Small Cap company (having a market cap of Rs 1699.94 Crore) operating in Building Materials sector.",Buy, JM Financial,220,Greenply Industries,2023-03-14
"Buy Punjab National Bank, target price Rs 64: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-punjab-national-bank-target-price-rs-64-sharekhan-by-bnp-paribas/articleshow/98624123.cms,The improvement in the bank’s core RoA is expected to drive strong outperformance in the near to medium term.,Buy, Sharekhan by BNP Paribas,64,Punjab National Bank,2023-03-14
"Buy GNA Axles, target price Rs 1121: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-gna-axles-target-price-rs-1121-sharekhan-by-bnp-paribas/articleshow/98623876.cms,"GNA Axles, incorporated in the year 1993, is a Small Cap company (having a market cap of Rs 1879.62 Crore) operating in Auto Ancillaries sector.",Buy, Sharekhan by BNP Paribas,1121,GNA Axles,2023-03-14
"Buy PNC Infratech, target price Rs 390: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-pnc-infratech-target-price-rs-390-sharekhan-by-bnp-paribas/articleshow/98623645.cms,"PNC Infratech, incorporated in the year 1999, is a Mid Cap company (having a market cap of Rs 7263.91 Crore) operating in Infrastructure sector.",Buy, Sharekhan by BNP Paribas,390,PNC Infratech,2023-03-14
"Motilal Oswal Financial Services neutral on JSW Steel, target price: Rs 710",https://economictimes.indiatimes.com/markets/stocks/recos/motilal-oswal-financial-services-neutral-on-jsw-steel-target-price-rs-710/articleshow/98623374.cms,"With the recent price increase, there should be seen margins improving in the near term.",Motilal, Rs 710,710,lal Oswal Financial Services neutral on JSW Steel,2023-03-14
"Buy Bosch, target price Rs 20970: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bosch-target-price-rs-20970-icici-direct/articleshow/98622921.cms,"Bosch, incorporated in the year 1951, is a Large Cap company (having a market cap of Rs 53203.72 Crore) operating in Auto Ancillaries sector.",Buy, ICICI Direct,20970,Bosch,2023-03-14
"Buy Voltamp Transformers, target price Rs 3610: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-voltamp-transformers-target-price-rs-3610-icici-securities/articleshow/98622212.cms,"Voltamp Transformers, incorporated in the year 1967, is a Small Cap company (having a market cap of Rs 2724.14 Crore) operating in Power sector.",Buy, ICICI Securities,3610,Voltamp Transformers,2023-03-14
"Sell Eicher Motors, target price Rs 3003: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/sell-eicher-motors-target-price-rs-3003-icici-direct/articleshow/98621979.cms,"Eicher Motors, incorporated in the year 1982, is a Large Cap company (having a market cap of Rs 82956.82 Crore) operating in Auto sector.",Sell, ICICI Direct,3003, Eicher Motors,2023-03-14
"Buy Hindustan Petroleum Corporation, target price Rs 230.7: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-hindustan-petroleum-corporation-target-price-rs-230-7-icici-direct/articleshow/98621734.cms,Price sustaining above recent supply line breakout area and 20 days EMA signaling positive bias.,Buy, ICICI Direct,230,Hindustan Petroleum Corporation,2023-03-14
"Sell Escorts Kubota, target price Rs 1865: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/sell-escorts-kubota-target-price-rs-1865-icici-securities/articleshow/98621577.cms,"Escorts Kubota, incorporated in the year 1944, is a Mid Cap company (having a market cap of Rs 25412.42 Crore) operating in Auto sector.",Sell, ICICI Securities,1865, Escorts Kubota,2023-03-14
"Buy Balrampur Chini Mills, target price Rs 417: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-balrampur-chini-mills-target-price-rs-417-icici-securities/articleshow/98621468.cms,"Balrampur Chini Mills, incorporated in the year 1975, is a Mid Cap company (having a market cap of Rs 8181.45 Crore) operating in Sugar sector.",Buy, ICICI Securities,417,Balrampur Chini Mills,2023-03-14
"Buy NTPC, target price Rs 187: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-ntpc-target-price-rs-187-icici-securities/articleshow/98621329.cms,Price in uptrend sustaining above the recent rangebreakout area and 20 days EMA.,Buy, ICICI Securities,187,NTPC,2023-03-14
"Buy Ajanta Pharma, target price Rs 1410: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-ajanta-pharma-target-price-rs-1410-motilal-oswal-financial-services/articleshow/98599617.cms,"Ajanta Pharma, incorporated in the year 1979, is a Mid Cap company (having a market cap of Rs 15546.07 Crore) operating in Pharmaceuticals sector.",Buy, Motilal Oswal Financial Services,1410,Ajanta Pharma,2023-03-13
"Buy IndusInd Bank, target price Rs 1450: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-indusind-bank-target-price-rs-1450-motilal-oswal-financial-services/articleshow/98599252.cms,"IndusInd Bank, incorporated in the year 1994, is a banking company (having a market cap of Rs 83217.54 Crore).",Buy, Motilal Oswal Financial Services,1450,IndusInd Bank,2023-03-13
"Buy Bank of Baroda, target price Rs 240: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bank-of-baroda-target-price-rs-240-motilal-oswal-financial-services/articleshow/98599063.cms,"Bank of Baroda, incorporated in the year 1911, is a banking company (having a market cap of Rs 87189.17 Crore).",Buy, Motilal Oswal Financial Services,240,Bank of Baroda,2023-03-13
"Buy Power Grid Corporation of India, target price Rs 255: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-power-grid-corporation-of-india-target-price-rs-255-jm-financial/articleshow/98598643.cms,"Power Grid Corporation of India, incorporated in the year 1989, is a Large Cap company (having a market cap of Rs 159005.45 Crore) operating in Power sector.",Buy, JM Financial,255,Power Grid Corporation of India,2023-03-13
"Buy NTPC, target price Rs 205: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-ntpc-target-price-rs-205-jm-financial/articleshow/98598464.cms,"NTPC, incorporated in the year 1975, is a Large Cap company (having a market cap of Rs 175121.79 Crore) operating in Power sector.",Buy, JM Financial,205,NTPC,2023-03-13
"Reduce Indigo Paints, target price Rs 980: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/reduce-indigo-paints-target-price-rs-980-icici-securities/articleshow/98598036.cms,"Indigo Paints, incorporated in the year 2000, is a Small Cap company (having a market cap of Rs 4940.28 Crore) operating in Building Materials sector.",Reduce, ICICI Securities,980,ce Indigo Paints,2023-03-13
"Buy Akzo Nobel India, target price Rs 2800: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-akzo-nobel-india-target-price-rs-2800-icici-securities/articleshow/98597861.cms,"Akzo Nobel India, incorporated in the year 1954, is a Mid Cap company (having a market cap of Rs 10541.90 Crore) operating in Building Materials sector.",Buy, ICICI Securities,2800,Akzo Nobel India,2023-03-13
"Reduce Kansai Nerolac Paints, target price Rs 385: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/reduce-kansai-nerolac-paints-target-price-rs-385-icici-securities/articleshow/98597692.cms,"Kansai Nerolac Paints, incorporated in the year 1920, is a Large Cap company (having a market cap of Rs 21766.97 Crore) operating in Building Materials sector.",Reduce, ICICI Securities,385,ce Kansai Nerolac Paints,2023-03-13
"Reduce Berger Paints (India), target price Rs 505: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/reduce-berger-paints-india-target-price-rs-505-icici-securities/articleshow/98597540.cms,"Promoters held 75 per cent stake in the company as of 31-Dec-2022, while FIIs owned 11.11 per cent, DIIs 2.89 per cent.",Reduce, ICICI Securities,505,ce Berger Paints (India),2023-03-13
"Reduce Asian Paints, target price Rs 2650: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/reduce-asian-paints-target-price-rs-2650-icici-securities/articleshow/98597365.cms,"Asian Paints, incorporated in the year 1945, is a Large Cap company (having a market cap of Rs 271146.03 Crore) operating in Building Materials sector.",Reduce, ICICI Securities,2650,ce Asian Paints,2023-03-13
"Reduce Tech Mahindra, target price Rs 971: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/reduce-tech-mahindra-target-price-rs-971-icici-securities/articleshow/98597141.cms,The brokerage continues to maintain REDUCE rating on TechM because it believe that the company has room for improving its digital capabilities and in order to revive growth it will have to invest in building digital capabilities.,Reduce, ICICI Securities,971,ce Tech Mahindra,2023-03-13
"Buy Sterling and Wilson Renewable Energy, target price Rs 377: Axis Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-sterling-and-wilson-renewable-energy-target-price-rs-377-axis-securities/articleshow/98596609.cms,"Sterling and Wilson Renewable Energy, incorporated in the year 2017, is a Mid Cap company (having a market cap of Rs 6343.35 Crore) operating in Engineering sector.",Buy, Axis Securities,377,Sterling and Wilson Renewable Energy,2023-03-13
"Buy Hindustan Aeronautics, target price Rs 3085: Axis Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-hindustan-aeronautics-target-price-rs-3085-axis-securities/articleshow/98596374.cms,"Hindustan Aeronautics, incorporated in the year 1963, is a Large Cap company (having a market cap of Rs 96067.86 Crore) operating in Defence sector.",Buy, Axis Securities,3085,Hindustan Aeronautics,2023-03-13
"Buy Petronet LNG, target price Rs 257: Axis Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-petronet-lng-target-price-rs-257-axis-securities/articleshow/98596140.cms,"Petronet LNG, incorporated in the year 1998, is a Large Cap company (having a market cap of Rs 34125.00 Crore) operating in Gas & Petroleum sector.",Buy, Axis Securities,257,Petronet LNG,2023-03-13
"Buy Bharat Electronics, target price Rs 105: Prabhudas Lilladher",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bharat-electronics-target-price-rs-105-prabhudas-lilladher/articleshow/98595916.cms,"Promoters held 51.14 per cent stake in the company as of 31-Dec-2022, while FIIs owned 17.34 per cent, DIIs 24.96 per cent.",Buy, Prabhudas Lilladher,105,Bharat Electronics,2023-03-13
"Buy Hindustan Aeronautics, target price Rs 3240: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-hindustan-aeronautics-target-price-rs-3240-icici-direct/articleshow/98595615.cms,"The stock has formed a higher base above 100 day’s EMA and subsequently witnessed a faster pace of retracement wherein it retraced the preceding 10 week’s decline in just four weeks, highlighting the robust price structure.",Buy, ICICI Direct,3240,Hindustan Aeronautics,2023-03-13
"Buy State Bank of India, target price Rs 805: Nuvama Wealth brokerage",https://economictimes.indiatimes.com/markets/stocks/recos/buy-state-bank-of-india-target-price-rs-805-nuvama-wealth-brokerage/articleshow/98595162.cms,"State Bank of India, incorporated in the year 1955, is a banking company (having a market cap of Rs 491032.14 Crore).",Buy, Nuvama Wealth brokerage,805,State Bank of India,2023-03-13
"Sell Mahindra & Mahindra, target price Rs 1145: Nuvama Wealth brokerage",https://economictimes.indiatimes.com/markets/stocks/recos/sell-mahindra-amp-mahindra-target-price-rs-1145-nuvama-wealth-brokerage/articleshow/98595010.cms,"Mahindra & Mahindra, incorporated in the year 1945, is a Large Cap company (having a market cap of Rs 152807.01 Crore) operating in Auto sector.",Sell, Nuvama Wealth brokerage,1145, Mahindra & Mahindra,2023-03-13
"Sell Bandhan Bank, target price Rs 210: Nuvama Wealth brokerage",https://economictimes.indiatimes.com/markets/stocks/recos/sell-bandhan-bank-target-price-rs-210-nuvama-wealth-brokerage/articleshow/98594904.cms,"Bandhan Bank, incorporated in the year 2014, is a banking company (having a market cap of Rs 36219.56 Crore).",Sell, Nuvama Wealth brokerage,210, Bandhan Bank,2023-03-13
"Sell Balkrishna Industries, target price Rs 1887: Nuvama Wealth",https://economictimes.indiatimes.com/markets/stocks/recos/sell-balkrishna-industries-target-price-rs-1887-nuvama-wealthnbsp/articleshow/98594799.cms,"Breakdown from a “Bearish Flag and Pole” pattern, rise in OI reaffirms bearish momentum.",Sell, Nuvama Wealth,1887, Balkrishna Industries,2023-03-13
"Buy ICICI Bank, target price Rs 1250: Emkay Global Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-icici-bank-target-price-rs-1250-emkay-global-financial-services/articleshow/98537529.cms,"ICICI Bank, incorporated in the year 1994, is a banking company (having a market cap of Rs 586453.78 Crore).",Buy, Emkay Global Financial Services,1250,ICICI Bank,2023-03-10
"Buy HDFC Bank, target price Rs 1925: Emkay Global Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-hdfc-bank-target-price-rs-1925-emkay-global-financial-services/articleshow/98537322.cms,"HDFC Bank, incorporated in the year 1994, is a banking company (having a market cap of Rs 887875.23 Crore).",Buy, Emkay Global Financial Services,1925,HDFC Bank,2023-03-10
"Buy Axis Bank, target price Rs 1250: Emkay Global Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-axis-bank-ltd-target-price-rs-1250-emkay-global-financial-services/articleshow/98536330.cms,"Axis Bank., incorporated in the year 1993, is a banking company (having a market cap of Rs 261340.59 Crore).",Buy, Emkay Global Financial Services,1250,Axis Bank,2023-03-10
"Buy Grasim Industries, target price Rs 1900: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-grasim-industries-target-price-rs-1900-motilal-oswal-financial-services/articleshow/98536150.cms,"Grasim Industries, incorporated in the year 1947, is a Large Cap company (having a market cap of Rs 105759.06 Crore) operating in Diversified sector.",Buy, Motilal Oswal Financial Services,1900,Grasim Industries,2023-03-10
"Buy Mahindra & Mahindra, target price Rs 1525: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-mahindra-amp-mahindra-target-price-rs-1525-motilal-oswal-financial-services/articleshow/98535646.cms,"The brokerage maintains buy as it still expects 20% EPS CAGR and 2pp RoCE improvement over FY23-25E, along with cheap valuation.",Buy, Motilal Oswal Financial Services,1525,Mahindra & Mahindra,2023-03-10
"Buy Bharti Airtel, target price Rs 890: Anand Rathi",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bharti-airtel-target-price-rs-890-anand-rathi/articleshow/98534884.cms,"Bharti Airtel, incorporated in the year 1995, is a Large Cap company (having a market cap of Rs 460245.06 Crore) operating in Telecommunications sector.",Buy, Anand Rathi,890,Bharti Airtel,2023-03-10
"Buy Global Health, target price Rs 575: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-global-health-target-price-rs-575-jm-financial/articleshow/98534623.cms,"Post 3Q, the brokerage increased its FY24/25 earnings by 4%/5% to factor in faster Patna ramp up and margin expansion.",Buy, JM Financial,575,Global Health,2023-03-10
"Buy Hindalco Industries, target price Rs 530: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-hindalco-industries-target-price-rs-530-jm-financial/articleshow/98534040.cms,"Hindalco, given ~70%+ steady/strong EBITDA being non-LME linked, remains our preferred play in the metal space.",Buy, JM Financial,530,Hindalco Industries,2023-03-10
"Buy Varun Beverages, target price Rs 1620: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-varun-beverages-target-price-rs-1620-motilal-oswal-financial-services/articleshow/98533743.cms,"Promoters held 63.9 per cent stake in the company as of 31-Dec-2022, while FIIs owned 26.45 per cent, DIIs 3.39 per cent.",Buy, Motilal Oswal Financial Services,1620,Varun Beverages,2023-03-10
"Buy ITC, target price Rs 450: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-itc-target-price-rs-450-motilal-oswal-financial-services/articleshow/98533516.cms,ITC’s earnings performance in the last couple of years and in FY24 shines like a beacon.,Buy, Motilal Oswal Financial Services,450,ITC,2023-03-10
"Buy Astral, target price Rs 2373: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-astral-target-price-rs-2373-icici-securities/articleshow/98533206.cms,"Promoters held 55.85 per cent stake in the company as of 31-Dec-2022, while FIIs owned 14.88 per cent, DIIs 15.1 per cent.",Buy, ICICI Securities,2373,Astral,2023-03-10
"Buy TTK Prestige, target price Rs 1000: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-ttk-prestige-target-price-rs-1000-icici-securities/articleshow/98533055.cms,"TTK Prestige, incorporated in the year 1955, is a Mid Cap company (having a market cap of Rs 10430.71 Crore) operating in Consumer Durables sector.",Buy, ICICI Securities,1000,TTK Prestige,2023-03-10
"Add Titan Company, target price Rs 2600: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/add-titan-company-target-price-rs-2600-icici-securities/articleshow/98532862.cms,"Titan Company, incorporated in the year 1984, is a Large Cap company (having a market cap of Rs 210249.96 Crore) operating in Gems and Jewellery sector.",Add, ICICI Securities,2600,Titan Company,2023-03-10
"Sell LIC Housing Finance, target price Rs 348.5: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/sell-lic-housing-finance-target-price-rs-348-5-icici-direct/articleshow/98532519.cms,"Promoters held 45.24 per cent stake in the company as of 31-Dec-2022, while FIIs owned 19.32 per cent, DIIs 22.62 per cent.",Sell, ICICI Direct,348, LIC Housing Finance,2023-03-10
"Buy Coal India, target price Rs 225.3: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-coal-india-target-price-rs-225-3-icici-direct/articleshow/98532301.cms,Price sustaining above 100 days EMA and the recent trendline breakout area signaling further upward momentum in coming sessions.,Buy, ICICI Direct,225,Coal India,2023-03-10
"Buy Grasim Industries, target price Rs 1900: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-grasim-industries-target-price-rs-1900-sharekhan-by-bnp-paribas/articleshow/98532178.cms,"Grasim Industries, incorporated in the year 1947, is a Large Cap company (having a market cap of Rs 105426.57 Crore) operating in Diversified sector.",Buy, Sharekhan by BNP Paribas,1900,Grasim Industries,2023-03-10
"Buy Larsen & Toubro, target price Rs 2600: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-larsen-amp-toubro-target-price-rs-2600-sharekhan-by-bnp-paribas/articleshow/98532078.cms,"Larsen & Toubro, incorporated in the year 1946, is a Large Cap company (having a market cap of Rs 308224.46 Crore) operating in Construction sector.",Buy, Sharekhan by BNP Paribas,2600,Larsen & Toubro,2023-03-10
"Buy Hindustan Aeronautics., target price Rs 3240: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-hindustan-aeronautics-target-price-rs-3240-icici-direct/articleshow/98511574.cms,"Promoters held 75.15 per cent stake in the company as of 31-Dec-2022, while FIIs owned 7.14 per cent, DIIs 12.72 per cent.",Buy, ICICI Direct,3240,Hindustan Aeronautics.,2023-03-09
"Buy Syrma SGS Technology, target price Rs 319: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-syrma-sgs-technology-target-price-rs-319-hdfc-securities/articleshow/98510784.cms,"Promoters held 47.27 per cent stake in the company as of 31-Dec-2022, while FIIs owned 4.93 per cent, DIIs 7.57 per cent.",Buy, HDFC Securities,319,Syrma SGS Technology,2023-03-09
"Buy Sirca Paints India, target price Rs 737: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-sirca-paints-india-target-price-rs-737-hdfc-securities/articleshow/98510233.cms,"Promoters held 67.55 per cent stake in the company as of 31-Dec-2022, while FIIs owned 5.59 per cent, DIIs 4.41 per cent.",Buy, HDFC Securities,737,Sirca Paints India,2023-03-09
"Buy Ion Exchange (India), target price Rs 4020: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-ion-exchange-india-target-price-rs-4020-hdfc-securities/articleshow/98509676.cms,"The brokerage expects IEIL’s Revenue/EBITDA/PAT to grow at 17/14/15% CAGR over FY22-FY25E, led by increased execution of orders.",Buy, HDFC Securities,4020,Ion Exchange (India),2023-03-09
"Buy Indian Hotels Company, target price Rs 330.8: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-indian-hotels-company-target-price-rs-330-8-icici-direct/articleshow/98509218.cms,"Indian Hotels Company, incorporated in the year 1902, is a Mid Cap company (having a market cap of Rs 46546.52 Crore) operating in Tourism & Hospitality sector.",Buy, ICICI Direct,330,Indian Hotels Company,2023-03-09
"Buy Reliance Industries, target price Rs 2439: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-reliance-industries-target-price-rs-2439-icici-direct/articleshow/98508397.cms,"Falling supply line breakout and price sustaining above 20 dayEMA, signaling further upward momentum in coming sessions",Buy, ICICI Direct,2439,Reliance Industries,2023-03-09
"Buy ABB India Ltd., target price Rs 3510: IIFL",https://economictimes.indiatimes.com/markets/stocks/recos/buy-abb-india-ltd-target-price-rs-3510-iifl/articleshow/98507879.cms,The stock has given a rounding bottom breakout.,Buy, IIFL,3510,ABB India Ltd.,2023-03-09
"Buy Reliance Industries, target price Rs 2500: IIFL",https://economictimes.indiatimes.com/markets/stocks/recos/buy-reliance-industries-target-price-rs-2500-iifl/articleshow/98507392.cms,"Promoters held 50.49 per cent stake in the company as of 31-Dec-2022, while FIIs owned 23.48 per cent, DIIs 15.19 per cent.",Buy, IIFL,2500,Reliance Industries,2023-03-09
"Buy Siemens, target price Rs 3400: IIFL",https://economictimes.indiatimes.com/markets/stocks/recos/buy-siemens-target-price-rs-3400-iifl/articleshow/98507075.cms,The stock has given a flag pattern breakout.,Buy, IIFL,3400,Siemens,2023-03-09
"Buy Tech Mahindra, target price Rs 1220: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-tech-mahindra-target-price-rs-1220-sharekhan-by-bnp-paribas/articleshow/98492245.cms,The brokerage advises investors to adopt a staggered approach to invest from a long-term perspective.,Buy, Sharekhan by BNP Paribas,1220,Tech Mahindra,2023-03-08
"Motilal Oswal Financial Services neutral on Bajaj Auto, target price: Rs 4150",https://economictimes.indiatimes.com/markets/stocks/recos/motilal-oswal-financial-services-neutral-on-bajaj-auto-target-price-rs-4150/articleshow/98492001.cms,"Bajaj Auto, incorporated in the year 2007, is a Large Cap company (having a market cap of Rs 105346.44 Crore) operating in Auto sector.",Motilal, Rs 4150,4150,lal Oswal Financial Services neutral on Bajaj Auto,2023-03-08
"Buy IDFC First Bank, target price Rs 64: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-idfc-first-bank-target-price-rs-64-icici-direct/articleshow/98491453.cms,"IDFC First Bank, incorporated in the year 2014, is a banking company (having a market cap of Rs 35642.70 Crore).",Buy, ICICI Direct,64,IDFC First Bank,2023-03-08
"Hold Tech Mahindra, target price Rs 1130: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/hold-tech-mahindra-target-price-rs-1130-icici-direct/articleshow/98490734.cms,"Healthy deal wins, traction in communication segment led by legacymodernisation, 5G, customer care, automation, network and cloud to driverevenues",Hold, ICICI Direct,1130, Tech Mahindra,2023-03-08
"Sell DLF, target price Rs 354.5: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/sell-dlf-target-price-rs-354-5-icici-direct/articleshow/98490561.cms,"Promoters held 74.95 per cent stake in the company as of 31-Dec-2022, while FIIs owned 14.84 per cent, DIIs 5.0 per cent.",Sell, ICICI Direct,354, DLF,2023-03-08
"Buy Havells India, target price Rs 1229: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-havells-india-target-price-rs-1229-icici-direct/articleshow/98490444.cms,"Promoters held 59.45 per cent stake in the company as of 31-Dec-2022, while FIIs owned 22.6 per cent, DIIs 10.27 per cent.",Buy, ICICI Direct,1229,Havells India,2023-03-08
"Buy Mahindra & Mahindra Financial Services, target price Rs 290: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-mahindra-amp-mahindra-financial-services-target-price-rs-290-sharekhan-by-bnp-paribas/articleshow/98490271.cms,"Earnings trajectory is expected to be healthy, driven by lower credit cost.",Buy, Sharekhan by BNP Paribas,290,Mahindra & Mahindra Financial Services,2023-03-08
"Buy NCC, target price Rs 108: Prabhudas Lilladher",https://economictimes.indiatimes.com/markets/stocks/recos/buy-ncc-target-price-rs-108-prabhudas-lilladher/articleshow/98490150.cms,"NCC, incorporated in the year 1990, is a Mid Cap company (having a market cap of Rs 5876.64 Crore) operating in Construction sector.",Buy, Prabhudas Lilladher,108,NCC,2023-03-08
"Buy Tata Chemicals, target price Rs 1197: Geojit Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-tata-chemicals-target-price-rs-1197-geojit-financial-services/articleshow/98489724.cms,"The company posted decent earnings on account of stable demand, better realisations and cost management. The management expects soda ash demand to rise, with supply tightening in the upcoming quarters leading to better realisations.",Buy, Geojit Financial Services,1197,Tata Chemicals,2023-03-08
"Buy Gujarat State Petronet, target price Rs 350: Emkay Global Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-gujarat-state-petronet-target-price-rs-350-emkay-global-financial-services/articleshow/98489269.cms,"Promoters held 37.63 per cent stake in the company as of 31-Dec-2022, while FIIs owned 17.28 per cent, DIIs 24.26 per cent.",Buy, Emkay Global Financial Services,350,Gujarat State Petronet,2023-03-08
"Buy GAIL (India), target price Rs 115: Emkay Global Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-gail-india-target-price-rs-115-emkay-global-financial-services/articleshow/98488804.cms,"Promoters held 51.91 per cent stake in the company as of 31-Dec-2022, while FIIs owned 18.04 per cent, DIIs 15.88 per cent.",Buy, Emkay Global Financial Services,115,GAIL (India),2023-03-08
"Buy Tech Mahindra, target price Rs 1270: Emkay Global Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-tech-mahindra-target-price-rs-1270-emkay-global-financial-services/articleshow/98488683.cms,"The brokerage is bullish on the counter considering the anticipated improvement in the margin trajectory, better capital allocation, and reasonable valuation.",Buy, Emkay Global Financial Services,1270,Tech Mahindra,2023-03-08
"Buy Subros, target price Rs 315: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-subros-target-price-rs-315-hdfc-securities/articleshow/98488565.cms,Surpassed the hurdle of the downtrend line at 285levels. Daily RSI shows a positive indication.,Buy, HDFC Securities,315,Subros,2023-03-08
"Buy Jindal Stainless, target price Rs 318: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-jindal-stainless-target-price-rs-318-hdfc-securities/articleshow/98488485.cms,"Stock is in a healthy uptrend and it is sustaining above 50 SMA, stock price has maintained a positive stance.",Buy, HDFC Securities,318,Jindal Stainless,2023-03-08
"Buy Aditya Birla Capital, target price Rs 200: Emkay Global",https://economictimes.indiatimes.com/markets/stocks/recos/buy-aditya-birla-capital-target-price-rs-200-emkay-global-financial-services/articleshow/98488301.cms,"Aditya Birla Capital, incorporated in the year 2007, is a Large Cap company (having a market cap of Rs 37765.09 Crore) operating in NBFC sector.",Buy, Emkay Global,200,Aditya Birla Capital,2023-03-08
"Buy Metropolis Healthcare, target price Rs 1775: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-metropolis-healthcare-target-price-rs-1775-jm-financial/articleshow/98445048.cms,"Metropolis Healthcare, incorporated in the year 2006, is a Mid Cap company (having a market cap of Rs 6731.32 Crore) operating in Hospitals & Allied Services sector.",Buy, JM Financial,1775,Metropolis Healthcare,2023-03-06
"Buy Prestige Estates Projects, target price Rs 620: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-prestige-estates-projects-target-price-rs-620-jm-financial/articleshow/98444891.cms,"Promoters held 65.48 per cent stake in the company as of 31-Dec-2022, while FIIs owned 22.21 per cent, DIIs 9.41 per cent.",Buy, JM Financial,620,Prestige Estates Projects,2023-03-06
