title,link,text,fund_name,action,target,stock_name,date
"Buy Can Fin Homes, target price Rs 700: Prabhudas Lilladher",https://economictimes.indiatimes.com/markets/stocks/recos/buy-can-fin-homes-target-price-rs-700-prabhudas-lilladher/articleshow/98903307.cms,"Can Fin Homes, incorporated in the year 1987, is a Mid Cap company (having a market cap of Rs 7220.95 Crore) operating in NBFC sector.",Prabhudas Lilladher,Buy,700,Can Fin Homes,2023-03-22
"Buy Supreme Industries, target price Rs 3000: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-supreme-industries-target-price-rs-3000-sharekhan-by-bnp-paribas/articleshow/98902962.cms,"Supreme Industries, incorporated in the year 1942, is a Mid Cap company (having a market cap of Rs 32656.70 Crore) operating in Plastics sector.",Sharekhan by BNP Paribas,Buy,3000,Supreme Industries,2023-03-22
"Buy Zydus Lifesciences, target price Rs 572: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-zydus-lifesciences-target-price-rs-572-sharekhan-by-bnp-paribas/articleshow/98902664.cms,"Zydus Lifesciences, incorporated in the year 1995, is a Large Cap company (having a market cap of Rs 48616.16 Crore) operating in Pharmaceuticals sector.",Sharekhan by BNP Paribas,Buy,572,Zydus Lifesciences,2023-03-22
"Buy Jindal Steel & Power, target price Rs 690: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-jindal-steel-amp-power-target-price-rs-690-jm-financial/articleshow/98900997.cms,"Jindal Steel & Power, incorporated in the year 1979, is a Mid Cap company (having a market cap of Rs 57252.44 Crore) operating in Metals - Ferrous sector.",JM Financial,Buy,690,Jindal Steel & Power,2023-03-22
"Buy Manappuram Finance, target price Rs 150: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-manappuram-finance-target-price-rs-150-motilal-oswal-financial-services/articleshow/98900656.cms,"Promoters held 35.2 per cent stake in the company as of 31-Dec-2022, while FIIs owned 30.07 per cent, DIIs 11.57 per cent.",Motilal Oswal Financial Services,Buy,150,Manappuram Finance,2023-03-22
"Buy State Bank of India, target price Rs 725: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-state-bank-of-india-target-price-rs-725-motilal-oswal-financial-services/articleshow/98897994.cms,"State Bank of India, incorporated in the year 1955, is a banking company (having a market cap of Rs 467114.18 Crore).",Motilal Oswal Financial Services,Buy,725,State Bank of India,2023-03-22
"Buy Shree Cements, target price Rs 29130: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-shree-cements-target-price-rs-29130-icici-securities/articleshow/98895132.cms,"Shree Cements, incorporated in the year 1979, is a Large Cap company (having a market cap of Rs 91443.05 Crore) operating in Cement sector.",ICICI Securities,Buy,29130,Shree Cements,2023-03-22
"Buy Mahindra CIE Automotive, target price Rs 466: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-mahindra-cie-automotive-target-price-rs-466-icici-securities/articleshow/98894770.cms,"Mahindra CIE Automotive, incorporated in the year 1999, is a Mid Cap company (having a market cap of Rs 13264.73 Crore) operating in Auto Ancillaries sector.",ICICI Securities,Buy,466,Mahindra CIE Automotive,2023-03-22
"Buy Axis Bank, target price Rs 950: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-axis-bank-target-price-rs-950-icici-direct/articleshow/98894181.cms,"Axis Bank, incorporated in the year 1993, is a banking company (having a market cap of Rs 261986.33 Crore).",ICICI Direct,Buy,950,Axis Bank,2023-03-22
"Buy United Spirits, target price Rs 779.7: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-united-spirits-target-price-rs-779-7-icici-direct/articleshow/98893781.cms,"United Spirits, incorporated in the year 1999, is a Large Cap company (having a market cap of Rs 56456.19 Crore) operating in Beverages - Alcoholic sector.",ICICI Direct,Buy,779.7,United Spirits,2023-03-22
"Buy Grasim Industries, target price Rs 1623: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-grasim-industries-target-price-rs-1623-icici-direct/articleshow/98893323.cms,"Grasim Industries, incorporated in the year 1947, is a Large Cap company (having a market cap of Rs 106002.67 Crore) operating in Diversified sector.",ICICI Direct,Buy,1623,Grasim Industries,2023-03-22
"Buy Manappuram Finance, target price Rs 123: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-manappuram-finance-target-price-rs-123-hdfc-securities/articleshow/98892963.cms,"Manappuram Finance Ltd., incorporated in the year 1992, is a Mid Cap company (having a market cap of Rs 9936.67 Crore) operating in NBFC sector.",HDFC Securities,Buy,123,Manappuram Finance,2023-03-22
"Buy Coromandel International, target price Rs 920: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-coromandel-international-target-price-rs-920-hdfc-securities/articleshow/98892610.cms,"Coromandel International, incorporated in the year 1961, is a Mid Cap company (having a market cap of Rs 25499.47 Crore) operating in Fertilisers sector.",HDFC Securities,Buy,920,Coromandel International,2023-03-22
"Buy Indian Bank, target price Rs 375: Emkay Global Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-indian-bank-target-price-rs-375-emkay-global-financial-services/articleshow/98856596.cms,"Indian Bank, incorporated in the year 1907, is a banking company (having a market cap of Rs 33583.32 Crore).",Emkay Global Financial Services,Buy,375,Indian Bank,2023-03-21
"Accumulate Va Tech Wabag, target price Rs 383: Geojit Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/accumulate-va-tech-wabag-target-price-rs-383-geojit-financial-services/articleshow/98856426.cms,"Va Tech Wabag, incorporated in the year 1995, is a Small Cap company (having a market cap of Rs 2021.19 Crore) operating in Engineering sector.",Geojit Financial Services,Accumulate,383,Va Tech Wabag,2023-03-21
"Buy Krishna Institute of Medical Sciences, target price Rs 1660: Prabhudas Lilladher",https://economictimes.indiatimes.com/markets/stocks/recos/buy-krishna-institute-of-medical-sciences-target-price-rs-1660-prabhudas-lilladher/articleshow/98856115.cms,"Krishna Institute of Medical Sciences, incorporated in the year 1973, is a Small Cap company (having a market cap of Rs 10705.32 Crore) operating in Hospitals & Allied Services sector.",Prabhudas Lilladher,Buy,1660,Krishna Institute of Medical Sciences,2023-03-21
"Buy LT Foods, target price Rs 120: Geojit Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-lt-foods-target-price-rs-120-geojit-financial-services/articleshow/98855523.cms,"LT Foods, incorporated in the year 1990, is a Small Cap company (having a market cap of Rs 3427.39 Crore) operating in Agro Processing sector.",Geojit Financial Services,Buy,120,LT Foods,2023-03-21
"Buy SRF, target price Rs 2985: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-srf-target-price-rs-2985-jm-financial/articleshow/98853896.cms,"SRF, incorporated in the year 1970, is a Large Cap company (having a market cap of Rs 68490.44 Crore) operating in Diversified sector.",JM Financial,Buy,2985,SRF,2023-03-21
"Buy Dr. Lal Pathlabs, target price Rs 2620: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-dr-lal-pathlabs-target-price-rs-2620-jm-financial/articleshow/98853496.cms,"Dr. Lal Pathlabs, incorporated in the year 1995, is a Mid Cap company (having a market cap of Rs 15012.92 Crore) operating in Hospitals & Allied Services sector.",JM Financial,Buy,2620,Dr. Lal Pathlabs,2023-03-21
"Buy Oberoi Realty, target price Rs 1100: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-oberoi-realty-target-price-rs-1100-motilal-oswal-financial-services/articleshow/98853043.cms,"Oberoi Realty, incorporated in the year 1998, is a Large Cap company (having a market cap of Rs 31311.61 Crore) operating in Real Estate sector.",Motilal Oswal Financial Services,Buy,1100,Oberoi Realty,2023-03-21
"Buy Phoenix Mills, target price Rs 1700: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-phoenix-mills-target-price-rs-1700-motilal-oswal-financial-services/articleshow/98852086.cms,"Phoenix Mills, incorporated in the year 1905, is a Mid Cap company (having a market cap of Rs 23750.80 Crore) operating in Real Estate sector.",Motilal Oswal Financial Services,Buy,1700,Phoenix Mills,2023-03-21
"Buy Nazara Technologies, target price Rs 700: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-nazara-technologies-target-price-rs-700-icici-securities/articleshow/98851508.cms,"Nazara Technologies, incorporated in the year 1999, is a Small Cap company (having a market cap of Rs 3224.74 Crore) operating in Services sector.",ICICI Securities,Buy,700,Nazara Technologies,2023-03-21
"Buy Dabur India, target price Rs 543.4: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-dabur-india-target-price-rs-543-4-icici-direct/articleshow/98850460.cms,"Dabur India, incorporated in the year 1975, is a Large Cap company (having a market cap of Rs 95250.00 Crore) operating in FMCG sector.",ICICI Direct,Buy,543.4,Dabur India,2023-03-21
"Buy Grasim Industries, target price Rs 1604: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-grasim-industries-target-price-rs-1604-icici-direct/articleshow/98850284.cms,"Grasim Industries, incorporated in the year 1947, is a Large Cap company (having a market cap of Rs 105489.12 Crore) operating in Diversified sector.",ICICI Direct,Buy,1604,Grasim Industries,2023-03-21
"Buy Godrej Consumer Products, target price Rs 1035: Religare Broking",https://economictimes.indiatimes.com/markets/stocks/recos/buy-godrej-consumer-products-target-price-rs-1035-religare-broking/articleshow/98850013.cms,"Godrej Consumer Products, incorporated in the year 2000, is a Large Cap company (having a market cap of Rs 98178.75 Crore) operating in FMCG sector.",Religare Broking,Buy,1035,Godrej Consumer Products,2023-03-21
"Buy DLF, target price Rs 392: Religare Broking",https://economictimes.indiatimes.com/markets/stocks/recos/buy-dlf-target-price-rs-392-religare-broking/articleshow/98849386.cms,"DLF, incorporated in the year 1963, is a Large Cap company (having a market cap of Rs 91561.78 Crore) operating in Real Estate sector.",Religare Broking,Buy,392,DLF,2023-03-21
"Buy Bharat Petroleum Corporation, target price Rs 388: Religare Broking",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bharat-petroleum-corporation-target-price-rs-388-religare-broking/articleshow/98849039.cms,"Bharat Petroleum Corporation, incorporated in the year 1952, is a Large Cap company (having a market cap of Rs 78017.17 Crore) operating in Gas & Petroleum sector.",Religare Broking,Buy,388,Bharat Petroleum Corporation,2023-03-21
"Hold JSW Energy, target price Rs 270: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/hold-jsw-energy-target-price-rs-270-jm-financial/articleshow/98798915.cms,"JSW Energy, incorporated in the year 1994, is a Mid Cap company (having a market cap of Rs 41075.77 Crore) operating in Power sector.",JM Financial,Hold,270,JSW Energy,2023-03-20
"Buy HDFC Bank, target price Rs 1930: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-hdfc-bank-target-price-rs-1930-motilal-oswal-financial-services/articleshow/98798524.cms,"HDFC Bank, incorporated in the year 1994, is a banking company (having a market cap of Rs 870280.56 Crore).",Motilal Oswal Financial Services,Buy,1930,HDFC Bank,2023-03-20
"Buy Vardhman Special Steels, target price Rs 425: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-vardhman-special-steels-target-price-rs-425-icici-direct/articleshow/98798284.cms,"Vardhman Special Steels, incorporated in the year 2010, is a Small Cap company (having a market cap of Rs 1500.76 Crore) operating in Metals - Ferrous sector.",ICICI Direct,Buy,425,Vardhman Special Steels,2023-03-20
"Buy Century Plyboards (India), target price Rs 758: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-century-plyboards-india-target-price-rs-758-icici-securities/articleshow/98797211.cms,"Century Plyboards (India), incorporated in the year 1982, is a Mid Cap company (having a market cap of Rs 10668.75 Crore) operating in Building Materials sector.",ICICI Securities,Buy,758,Century Plyboards (India),2023-03-20
"Buy NTPC, target price Rs 205: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-ntpc-target-price-rs-205-jm-financial/articleshow/98796709.cms,"NTPC, incorporated in the year 1975, is a Large Cap company (having a market cap of Rs 171243.12 Crore) operating in Power sector.",JM Financial,Buy,205,NTPC,2023-03-20
"Buy Tega Industries, target price Rs 750: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-tega-industries-target-price-rs-750-jm-financial/articleshow/98796300.cms,"Tega Industries, incorporated in the year 1976, is a Large Cap company (having a market cap of Rs 4243.42 Crore) operating in General sector.",JM Financial,Buy,750,Tega Industries,2023-03-20
"Buy Indian Oil Corporation, target price Rs 79.9: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-indian-oil-corporation-target-price-rs-79-9-icici-direct/articleshow/98795805.cms,"Indian Oil Corporation, incorporated in the year 1959, is a Large Cap company (having a market cap of Rs 112899.30 Crore) operating in Gas & Petroleum sector.",ICICI Direct,Buy,79.9,Indian Oil Corporation,2023-03-20
"Buy UltraTech Cement, target price Rs 7314: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-ultratech-cement-target-price-rs-7314-icici-direct/articleshow/98795378.cms,"Falling channel breakout containing last three weeks decline and price sustainingabove 50 days EMA, signaling positive bias.",ICICI Direct,Buy,7314,UltraTech Cement,2023-03-20
"Buy Gabriel India, target price Rs 173: Geojit Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-gabriel-india-target-price-rs-173-geojit-financial-services/articleshow/98794957.cms,"Gabriel India, incorporated in the year 1961, is a Small Cap company (having a market cap of Rs 2065.60 Crore) operating in Auto Ancillaries sector.",Geojit Financial Services,Buy,173,Gabriel India,2023-03-20
"Buy Tech Mahindra, target price Rs 1180: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-tech-mahindra-ltd-target-price-rs-1180-motilal-oswal-financial-services/articleshow/98794567.cms,"Tech Mahindra, incorporated in the year 1986, is a Large Cap company (having a market cap of Rs 107651.26 Crore) operating in IT Software sector.",Motilal Oswal Financial Services,Buy,1180,Tech Mahindra,2023-03-20
"Buy Coal India, target price Rs 230: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-coal-india-target-price-rs-230-motilal-oswal-financial-services/articleshow/98794178.cms,Tailwind from the entire sector and good buying interest was seen as we concluded from the price action recorded in the week gone by.,Motilal Oswal Financial Services,Buy,230,Coal India,2023-03-20
"Buy Hindalco Industries., target price Rs 420: Prabhudas Lilladher",https://economictimes.indiatimes.com/markets/stocks/recos/buy-hindalco-industries-target-price-rs-420-prabhudas-lilladher/articleshow/98793539.cms,"Hindalco Industries, incorporated in the year 1958, is a Large Cap company (having a market cap of Rs 87101.26 Crore) operating in Metals - Non Ferrous sector.",Prabhudas Lilladher,Buy,420,Hindalco Industries.,2023-03-20
"Buy Tata Consultancy Services., target price Rs 3780: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-tata-consultancy-services-target-price-rs-3780-icici-direct/articleshow/98793103.cms,"Tata Consultancy Services, incorporated in the year 1995, is a Large Cap company (having a market cap of Rs 1163322.20 Crore) operating in IT Software sector.",ICICI Direct,Buy,3780,Tata Consultancy Services.,2023-03-20
"Hold Indian Oil Corporation, target price Rs 80: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/hold-indian-oil-corporation-target-price-rs-80-jm-financial/articleshow/98726096.cms,"Indian Oil Corporation, incorporated in the year 1959, is a Large Cap company (having a market cap of Rs 112122.63 Crore) operating in Gas & Petroleum sector.",JM Financial,Hold,80,Indian Oil Corporation,2023-03-17
"Buy Hindustan Petroleum Corporation, target price Rs 260: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-hindustan-petroleum-corporation-target-price-rs-260-jm-financial/articleshow/98725953.cms,The brokerage maintains buy on the company on valuation grounds.,JM Financial,Buy,260,Hindustan Petroleum Corporation,2023-03-17
"Buy Torrent Pharmaceuticals, target price Rs 1788: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-torrent-pharmaceuticals-target-price-rs-1788-sharekhan-by-bnp-paribas/articleshow/98725124.cms,"The sales growth beat over IPM is likely to be driven by new product launches, performance of its top brands, strong growth in its newly acquired Curatio’s portfolio, recent expansion of its field force and increase in their productivity.",Sharekhan by BNP Paribas,Buy,1788,Torrent Pharmaceuticals,2023-03-17
"Buy Greaves Cotton, target price Rs 183: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-greaves-cotton-target-price-rs-183-sharekhan-by-bnp-paribas/articleshow/98724888.cms,"Greaves Cotton., incorporated in the year 1922, is a Mid Cap company (having a market cap of Rs 2921.16 Crore) operating in Engineering sector.",Sharekhan by BNP Paribas,Buy,183,Greaves Cotton,2023-03-17
"Buy LTIMindtree, target price Rs 5170: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-ltimindtree-target-price-rs-5170-sharekhan-by-bnp-paribas/articleshow/98724691.cms,"LTIMindtree, incorporated in the year 1996, is a Large Cap company (having a market cap of Rs 139676.02 Crore) operating in IT Software sector.",Sharekhan by BNP Paribas,Buy,5170,LTIMindtree,2023-03-17
"Add Thermax, target price Rs 2433: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/add-thermax-target-price-rs-2433-hdfc-securities/articleshow/98724072.cms,"With the cooling off of input prices, correction in logistics cost, higher revenue recognition for its two FGD projects and the international subsidiaries expecting to be profitable within a year, the EBIT margin on an overall level is expected to be between 8-9% in the medium term.",HDFC Securities,Add,2433,Thermax,2023-03-17
"Buy Eris Lifesciences, target price Rs 710: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-eris-lifesciences-target-price-rs-710-motilal-oswal-financial-services/articleshow/98723381.cms,"Eris Lifesciences, incorporated in the year 2007, is a Mid Cap company (having a market cap of Rs 7871.82 Crore) operating in Pharmaceuticals sector.",Motilal Oswal Financial Services,Buy,710,Eris Lifesciences,2023-03-17
"Buy ICICI Prudential Life Insurance Company., target price Rs 530: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-icici-prudential-life-insurance-company-target-price-rs-530-motilal-oswal-financial-services/articleshow/98723053.cms,"The share of banca (excluding ICICI Bank) increased to 14% from 4% in FY19, thus supporting growth and diversification in the distribution mix.",Motilal Oswal Financial Services,Buy,530,ICICI Prudential Life Insurance Company.,2023-03-17
"Buy Tata Consultancy Services, target price Rs 3810: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-tata-consultancy-services-target-price-rs-3810-motilal-oswal-financial-services/articleshow/98722850.cms,"Tata Consultancy Services, incorporated in the year 1995, is a Large Cap company (having a market cap of Rs 1165407.86 Crore) operating in IT Software sector.",Motilal Oswal Financial Services,Buy,3810,Tata Consultancy Services,2023-03-17
"Buy Pidilite Industries, target price Rs 2640: Prabhudas Lilladher",https://economictimes.indiatimes.com/markets/stocks/recos/buy-pidilite-industries-target-price-rs-2640-prabhudas-lilladher/articleshow/98722439.cms,"Pidilite Industries, incorporated in the year 1969, is a Large Cap company (having a market cap of Rs 119386.67 Crore) operating in Diversified sector.",Prabhudas Lilladher,Buy,2640,Pidilite Industries,2023-03-17
"Buy Bharat Petroleum Corporation, target price Rs 380: Yes Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bharat-petroleum-corporation-target-price-rs-380-yes-securities/articleshow/98722062.cms,"Bharat Petroleum Corporation, incorporated in the year 1952, is a Large Cap company (having a market cap of Rs 75533.38 Crore) operating in Gas & Petroleum sector.",Yes Securities,Buy,380,Bharat Petroleum Corporation,2023-03-17
"Buy Petronet LNG, target price Rs 262: Yes Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-petronet-lng-target-price-rs-262-yes-securities/articleshow/98721849.cms,"Petronet LNG, incorporated in the year 1998, is a Large Cap company (having a market cap of Rs 35677.50 Crore) operating in Gas & Petroleum sector.",Yes Securities,Buy,262,Petronet LNG,2023-03-17
"Buy Zydus Lifesciences, target price Rs 530: Yes Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-zydus-lifesciences-target-price-rs-530-yes-securities/articleshow/98721625.cms,Bullish ABC breakout suggests follow through moves on P&F chart.,Yes Securities,Buy,530,Zydus Lifesciences,2023-03-17
"Buy Gujarat Mineral Development Corporation, target price Rs 195: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-gujarat-mineral-development-corporation-target-price-rs-195-hdfc-securities/articleshow/98688004.cms,This will help the company to mitigate the risk of dependence on a single commodity and also improve the ESG rating of the company.,HDFC Securities,Buy,195,Gujarat Mineral Development Corporation,2023-03-16
"Buy Marksans Pharma, target price Rs 83.6: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-marksans-pharma-target-price-rs-83-6-hdfc-securities/articleshow/98687554.cms,The brokerage estimate 17% CAGR in revenue led by strong growth from UK and Australia & New Zealand and healthy growth from US market over FY22-25E.,HDFC Securities,Buy,83.6,Marksans Pharma,2023-03-16
"Buy NCC, target price Rs 120: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-ncc-target-price-rs-120-hdfc-securities/articleshow/98687118.cms,"NCC, incorporated in the year 1990, is a Mid Cap company (having a market cap of Rs 6313.00 Crore) operating in Construction sector.",HDFC Securities,Buy,120,NCC,2023-03-16
"Buy Chennai Petroleum Corporation, target price Rs 355: Anand Rathi",https://economictimes.indiatimes.com/markets/stocks/recos/buy-chennai-petroleum-corporation-target-price-rs-355-anand-rathi/articleshow/98685185.cms,"Chennai Petroleum Corporation, incorporated in the year 1965, is a Small Cap company (having a market cap of Rs 3925.30 Crore) operating in Gas & Petroleum sector.",Anand Rathi,Buy,355,Chennai Petroleum Corporation,2023-03-16
"Accumulate NOCIL, target price Rs 240: Prabhudas Lilladher",https://economictimes.indiatimes.com/markets/stocks/recos/accumulate-nocil-target-price-rs-240-prabhudas-lilladher/articleshow/98684973.cms,"NOCIL, incorporated in the year 1961, is a Small Cap company (having a market cap of Rs 3455.99 Crore) operating in Chemicals sector.",Prabhudas Lilladher,Accumulate,240,NOCIL,2023-03-16
"Buy Mahindra & Mahindra, target price Rs 1665: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-mahindra-amp-mahindra-target-price-rs-1665-icici-direct/articleshow/98684775.cms,"The company is focused on prudent capital allocation, UV differentiation & EV proactiveness.",ICICI Direct,Buy,1665,Mahindra & Mahindra,2023-03-16
"Hold PPAP Automotive, target price Rs 200: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/hold-ppap-automotive-target-price-rs-200-icici-direct/articleshow/98684597.cms,"PPAP Automotive, incorporated in the year 1995, is a Small Cap company (having a market cap of Rs 250.60 Crore) operating in Auto Ancillaries sector.",ICICI Direct,Hold,200,PPAP Automotive,2023-03-16
"Buy Infosys, target price Rs 1730: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-infosys-target-price-rs-1730-icici-direct/articleshow/98684377.cms,"Key beneficiary of improved digital demand, industry leading revenue growth and healthy capital allocation prompts the brokerage to be positive on the counter.",ICICI Direct,Buy,1730,Infosys,2023-03-16
"Buy LTIMindtree, target price Rs 5320: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-ltimindtree-target-price-rs-5320-icici-direct/articleshow/98684167.cms,"LTIMindtree, incorporated in the year 1996, is a Large Cap company (having a market cap of Rs 132894.84 Crore) operating in IT Software sector.",ICICI Direct,Buy,5320,LTIMindtree,2023-03-16
"Sell Indraprastha Gas, target price Rs 340: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/sell-indraprastha-gas-target-price-rs-340-motilal-oswal-financial-services/articleshow/98683646.cms,"Indraprastha Gas, incorporated in the year 1998, is a Large Cap company (having a market cap of Rs 29281.03 Crore) operating in Gas & Petroleum sector.",Motilal Oswal Financial Services,Sell,340,Indraprastha Gas,2023-03-16
"Buy Tata Motors, target price Rs 540: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-tata-motors-target-price-rs-540-motilal-oswal-financial-services/articleshow/98683068.cms,The stock trades at 15.2x/12.3x FY24E/FY25E consolidated P/E and 3.8x/3.2x EV/EBITDA.,Motilal Oswal Financial Services,Buy,540,Tata Motors,2023-03-16
"Buy PVR, target price Rs 1800: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-pvr-target-price-rs-1800-sharekhan-by-bnp-paribas/articleshow/98682739.cms,"PVR, incorporated in the year 1995, is a Mid Cap company (having a market cap of Rs 15150.36 Crore) operating in Media & Entertainment sector.",Sharekhan by BNP Paribas,Buy,1800,PVR,2023-03-16
"Buy Petronet LNG, target price Rs 248: IIFL",https://economictimes.indiatimes.com/markets/stocks/recos/buy-petronet-lng-target-price-rs-248-iifl/articleshow/98682567.cms,"Petronet LNG, incorporated in the year 1998, is a Large Cap company (having a market cap of Rs 35505.00 Crore) operating in Gas & Petroleum sector.",IIFL,Buy,248,Petronet LNG,2023-03-16
"Sell Jubilant Foodworks, target price Rs 400: IIFL",https://economictimes.indiatimes.com/markets/stocks/recos/sell-jubilant-foodworks-target-price-rs-400-iifl/articleshow/98682468.cms,The stock has given a flag pattern breakdown.,IIFL,Sell,400,Jubilant Foodworks,2023-03-16
"Buy GMR Airports Infrastructure, target price Rs 43.7: IIFL",https://economictimes.indiatimes.com/markets/stocks/recos/buy-gmr-airports-infrastructure-target-price-rs-43-7-iifl/articleshow/98682051.cms,"GMR Airports Infrastructure, incorporated in the year 1996, is a Mid Cap company (having a market cap of Rs 24958.63 Crore) operating in Infrastructure sector.",IIFL,Buy,43.7,GMR Airports Infrastructure,2023-03-16
"Buy PVR, target price Rs 2096: Prabhudas Lilladher",https://economictimes.indiatimes.com/markets/stocks/recos/buy-pvr-target-price-rs-2096-prabhudas-lilladher/articleshow/98650657.cms,The brokerage expects merged entity to reportfootfalls of 170mn/185mn and pre-IND AS EBITDA margin of 19.7%/21.0% inFY24E/FY25E respectively.,Prabhudas Lilladher,Buy,2096,PVR,2023-03-15
"Buy Asian Paints, target price Rs 3260: Anand Rathi",https://economictimes.indiatimes.com/markets/stocks/recos/buy-asian-paints-target-price-rs-3260-anand-rathi/articleshow/98650305.cms,"Asian Paints, incorporated in the year 1945, is a Large Cap company (having a market cap of Rs 271774.31 Crore) operating in Building Materials sector.",Anand Rathi,Buy,3260,Asian Paints,2023-03-15
"Buy Supreme Industries, target price Rs 2880: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-supreme-industries-target-price-rs-2880-icici-direct/articleshow/98649636.cms,"Supreme Industries, incorporated in the year 1942, is a Mid Cap company (having a market cap of Rs 32048.88 Crore) operating in Plastics sector.",ICICI Direct,Buy,2880,Supreme Industries,2023-03-15
"Buy Bharat Electronics, target price Rs 130: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bharat-electronics-target-price-rs-130-icici-direct/articleshow/98649435.cms,"Bharat Electronics, incorporated in the year 1954, is a Large Cap company (having a market cap of Rs 68236.79 Crore) operating in Defence sector.",ICICI Direct,Buy,130,Bharat Electronics,2023-03-15
"Buy LTIMindtree, target price Rs 5651: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-ltimindtree-target-price-rs-5651-icici-securities/articleshow/98648677.cms,"Promoters held 68.69 per cent stake in the company as of 31-Dec-2022, while FIIs owned 9.21 per cent, DIIs 10.39 per cent.",ICICI Securities,Buy,5651,LTIMindtree,2023-03-15
"Hold Astral, target price Rs 1560: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/hold-astral-target-price-rs-1560-icici-direct/articleshow/98648468.cms,"Astral, incorporated in the year 1996, is a Mid Cap company (having a market cap of Rs 37157.04 Crore) operating in Plastics sector.",ICICI Direct,Hold,1560,Astral,2023-03-15
